label,message,length
0,"['imagine', 'life', 'without', 'me', '...', 'see', '..', 'how', 'fast', 'u', 'searching', '?', 'do', ""n't"", 'worry', '..', 'l', ""'m"", 'always', 'to', 'disturb', 'u', '..', 'goodnoon', '..', ':', ')']",27
0,"['hm', 'good', 'morning', ',', 'headache', 'anyone', '?', ':', '-', ')']",10
0,"['yeah', 'probs', '-', 'last', 'night', 'obviously', 'catching', '...', 'speak', 'soon']",10
1,"['free', 'unlimited', 'hardcore', 'porn', 'direct', '2', 'mobile', 'txt', 'porn', '69200', '&', 'get', 'free', 'access', '24', 'hr', 'chrgd', '@', '50p', 'per', 'day', 'txt', 'stop', '2exit', '.', 'this', 'msg', 'free']",28
0,"['i', 'might', 'go', '2', 'sch', '.', 'yar', 'e', 'salon', 'v', 'boring', '.']",12
0,"['&', 'lt', ';', '#', '&', 'gt', ';', 'min', 'stop', 'somewhere', 'first', '.']",12
0,"['&', 'lt', ';', '#', '&', 'gt', ';', 'fast', 'approaching', '.', 'so', ',', 'wish', 'u', 'happy', 'new', 'year', 'happy', 'sankranti', 'happy', 'republic', 'day', 'happy', 'valentines', 'day', 'happy', 'shivratri', 'happy', 'ugadi', 'happy', 'fools', 'day', 'happy', 'may', 'day', 'happy', 'independence', 'day', ',', 'happy', 'friendship', ',', 'mother', ',', 'father', ',', 'teachers', ',', 'childrens', 'day', ',', '&', 'amp', ';', 'happy', 'birthday', '4', 'u', '.', 'happy', 'ganesh', 'festival', 'happy', 'dasara', 'happy', 'diwali', 'happy', 'christmas', '&', 'lt', ';', '#', '&', 'gt', ';', 'good', 'mornings', 'afternoons', ',', 'evenings', 'nights', '.', 'rememberi', 'am', 'first', 'wishing', 'u', 'all', 'these', '...', ""'s"", 'raj']",92
0,"['one', 'joy', 'lifeis', 'waking', 'daywith', 'thought', 'somewheresomeone', 'care', 'enough', 'tosend', 'warm', 'morning', 'greeting', '..', '-']",15
0,"['i', ""n't"", 'get', 'second', 'half', 'message']",6
0,"['wat', 'time', 'u', 'wan', '2', 'meet', 'later', '?']",8
0,"['i', 'thank', 'much', 'selflessness', '.', 'i', 'love', 'plenty', '.']",9
0,"['am', 'film', 'ill', 'call', 'later', '.']",6
0,"['how', 'dare', 'change', 'ring']",4
0,"['you', 'bad', 'girl', '.', 'or', 'lady', '.']",7
0,"['i', 'love', 'ya', 'try', 'budget', 'money', 'better', 'babe', '.', 'gary', 'would', 'freak', 'knew']",13
0,"['what', 'part', '``', ""n't"", 'initiate', ""''"", ""n't"", 'understand']",8
0,"['i', 'finished', 'lunch', 'already', '.', 'u', 'wake', 'already', '?']",9
0,"['you', 'still', 'game', '?']",4
0,"['you', 'got', 'tallent', 'wasting', '.']",5
0,"['what', 'record', 'one', 'night', '?', ':', ')']",7
0,"['also', 'sir', ',', 'sent', 'email', 'log', 'usc', 'payment', 'portal', '.', 'i.ll', 'send', 'another', 'message', 'explain', 'thing', 'back', 'home', '.', 'have', 'great', 'weekend', '.']",23
0,"['gon', 'na', 'let', 'know', 'co', 'come', 'bak', 'holiday', 'day', '.', 'coming', '.', ""don't4get2text"", 'number', '.']",15
0,"['jokin', 'lar', '...', ':', '-', ')', 'depends', 'phone', 'father', 'get', 'lor', '...']",12
0,"['aight', ',', 'lem', 'know', ""'s""]",5
0,"['get', 'ready', '&', 'lt', ';', '#', '&', 'gt', ';', 'inch', 'pleasure', '...']",12
0,"['raji', '..', 'pls', 'favour', '.', 'pls', 'convey', 'birthday', 'wish', 'nimya', '.', 'pls', '.', 'today', 'birthday', '.']",16
0,"[';', '-', ')', 'ok', '.', 'i', 'feel', 'like', 'john', 'lennon', '.']",11
0,"['cos', 'darren', 'say', 'ü', 'considering', 'mah', 'ask', 'ü', '...']",9
0,"['you', 'bothering', 'trust', 'answer', '.', 'pls', '.']",7
0,"['wishing', 'family', 'merry', '``', 'x', ""''"", 'ma', 'happy', 'new', 'year', 'advance', '..']",12
0,"['one', 'day', 'crab', 'running', 'sea', 'shore', '..', 'the', 'wave', 'came', 'n', 'cleared', 'footprint', 'crab', '..', 'crab', 'asked', ':', 'frnd', 'r', 'u', 'clearing', 'beautiful', 'footprint', '?', 'waves', 'replied', ':', 'a', 'fox', 'following', 'ur', 'footprint', 'catch', '!', 'thats', 'cleared', ':', ')', 'frndsship', 'never', 'let', 'u', 'dwn', ':', '-', ')', 'gud', 'nyt', '..']",50
0,"['aight', 'time', 'want', 'come', '?']",5
0,"['slaaaaave', '!', 'where', '?', 'must', 'i', 'summon', 'time', '?', 'do', ""n't"", 'wish', 'come', 'anymore', '?']",15
0,"['your', 'bill', '3', '£33.65', 'thats', 'bad', '!']",7
0,"['let', 'know', 'change', 'next', '6hrs', '.', 'it', 'even', 'appendix', 'age', 'range', '.', 'however', 'impossible', '.', 'so', 'chill', 'let', 'know', '6hrs']",20
0,"['hello', ',', 'yeah', ""'ve"", 'got', 'bath', 'need', 'hair', ""'ll"", 'come', ""'m"", 'done', ',', 'yeah', '?']",15
0,"['so', ""'s"", 'weather', '?']",4
0,"['ok.', 'not', 'much', 'though', '.', 'h', '&', 'm', 'friday', ',', 'cant', 'wait', '.', 'dunno', 'wot', 'hell', 'im', 'gon', 'na', 'another', '3', 'week', '!', 'become', 'slob-', 'oh', 'wait', ',', 'already', 'done', '!']",31
0,"['die', '...', 'now', 'e', 'toot', 'fringe', '...']",7
0,"['lol', ""n't"", 'know', 'awesome', 'phone', '.', 'i', 'could', 'click', 'delete', 'right', 'i', 'want', '.']",14
0,['ok'],1
0,"['awesome', 'question', 'cute', 'answer', ':', 'someone', 'asked', 'boy', '``', 'ur', 'life', '?', ""''"", '.', '.', 'he', 'smiled', '&', 'amp', ';', 'answered', ':', '.', '.', '``', 'she', 'fine', '!', ""''"", 'gudnite']",30
0,"['please', 'leave', 'topic', '..', 'sorry', 'telling', '..']",7
0,"['pls', 'send', 'correct', 'name', 'da', '.']",6
0,"['what', 'happened', 'yo', 'date', '?']",5
1,"['eastenders', 'tv', 'quiz', '.', 'what', 'flower', 'dot', 'compare', '?', 'd=', 'violet', 'e=', 'tulip', 'f=', 'lily', 'txt', 'd', 'e', 'f', '84025', 'now', '4', 'chance', '2', 'win', '£100', 'cash', 'wkent/150p16+']",28
0,"['webpage', 'available', '!']",3
0,"['just', 'woke', '.', 'yeesh', 'late', '.', 'but', 'i', ""n't"", 'fall', 'asleep', 'til', '&', 'lt', ';', '#', '&', 'gt', ';', ':', '/']",21
1,"['you', 'unsubscribed', 'service', '.', 'get', 'ton', 'sexy', 'babe', 'hunk', 'straight', 'phone', '!', 'go', 'http', ':', '//gotbabes.co.uk', '.', 'no', 'subscription', '.']",20
0,"['dear', ',', 'know', '&', 'lt', ';', '#', '&', 'gt', ';', 'th', '&', 'lt', ';', '#', '&', 'gt', ';', 'th', 'birthday', 'loving', 'gopalettan', '.', 'we', 'planning', 'give', 'small', 'gift', 'day', '.', 'those', 'like', 'participate', 'welcome', '.', 'please', 'contact', 'admin', 'team', 'detail']",40
0,"['k', '..', 'k', '...', 'tomorrow', 'onwards', 'started', 'ah', '?']",9
0,"['what', 'u', 'talking', 'bout', 'early', 'morning', '?', 'it', ""'s"", 'almost', 'noon', '!']",12
0,"['fine', '.', 'do', 'remember', '.']",5
1,"['hi', 'babe', 'jordan', ',', 'r', 'u', '?', 'im', 'home', 'abroad', 'lonely', ',', 'text', 'back', 'u', 'wan', 'na', 'chat', 'xxsp', 'visionsms.com', 'text', 'stop', 'stopcost', '150p', '08712400603']",25
0,"['ok.', 'how', 'many', 'buy', '.']",5
0,"['sounds', 'good', ',', 'keep', 'posted']",5
1,"['get', 'brand', 'new', 'mobile', 'phone', 'agent', 'the', 'mob', '!', 'plus', 'load', 'goody', '!', 'for', 'info', 'text', 'mat', '87021', '.']",19
0,"['ok', '.', 'so', 'april', '.', 'cant', 'wait']",7
0,"['boy', 'best', 'get', 'yo', 'as', 'quick']",6
0,"['ay', 'wana', 'meet', 'sat', '?', 'ü', 'wkg', 'sat', '?']",9
0,"['i', ""'m"", 'wait', 'till', '2', 'bus', 'pick', '.']",8
0,"['apart', 'one', 'told', 'yesterday', '?']",5
0,"['ok', 'lor', '...', 'but', 'buy', 'wat', '?']",7
0,"['somebody', 'go', 'andros', 'steal', 'ice']",5
0,"['don', 'know', '.', 'i', ""did't"", 'msg', 'recently', '.']",8
0,"['take', 'u', 'shopping', 'mark', 'distract', 'isaiah.=d']",6
0,"['mum', ',', 'hope', 'great', 'day', '.', 'hoping', 'text', 'meet', 'well', 'full', 'life', '.', 'have', 'great', 'day', '.', 'abiola']",18
0,"['there', 'sense', 'foot', 'penis', '.']",5
0,"['okay', 'thought', 'expert']",3
0,"['*', 'deep', 'sigh', '*', '...', 'i', 'miss', ':', '-', '(', '...', 'i', 'really', 'surprised', ""n't"", 'gone', 'net', 'cafe', 'yet', 'get', '...', 'do', ""n't"", 'miss', '?']",25
0,"['s.s', ':', ')', 'thinl', 'role', 'like', 'sachin.just', 'standing', '.', 'others', 'hit', '.']",12
0,"['have', 'great', 'trip', 'india', '.', 'and', 'bring', 'light', 'everyone', 'project', 'everyone', 'lucky', 'see', 'smile', '.', 'bye', '.', 'abiola']",18
0,"['and', 'importantly', ',', 'discus', 'u', '.']",6
0,"['k', '..', 'k', ':', ')', 'training', 'process', '?']",8
0,"['ok', 'lor', '.', 'i', 'ned', '2', 'go', 'toa', 'payoh', '4', '2', 'return', 'smth', 'u', 'wan', '2', 'send', 'wat', '?']",19
0,"['in', 'da', 'car', 'park']",4
0,"['i', 'wish', 'i', '.', 'holding', 'tightly', '.', 'making', 'see', 'important', '.', 'how', 'much', 'mean', '...', 'how', 'much', 'i', 'need', '...', 'in', 'life', '...']",23
0,"['so', 'asked', ""'s"", 'anthony', '.', 'dad', '.', 'and', 'bf']",9
0,"[""'wnevr"", 'wana', 'fal', 'luv', 'vth', 'book', ',', 'my', 'bed', 'fals', 'luv', 'vth', '..', '!', ""''"", '.', 'yen', 'madodu', ',', 'nav', 'pretsorginta', ',', 'nammanna', 'pretsovru', 'important', 'alwa', '....', '!', '!', ':', ')', 'gud', 'eveb-', ')', '.']",35
0,"['what', 'today-sunday', '..', 'sunday', 'holiday', '..', 'work', '..']",8
0,"['am', 'going', 'take', 'bath', 'ill', 'place', 'key', 'window', ':', '-', ')']",11
1,"['lord', 'of', 'the', 'rings', ':', 'return', 'of', 'the', 'king', 'store', 'now', '!', 'reply', 'lotr', '2', 'june', '4', 'chance', '2', 'win', 'lotr', 'soundtrack', 'cds', 'stdtxtrate', '.', 'reply', 'stop', 'end', 'txts']",29
0,"['dear', ',', 'take', 'care', '.', 'i', 'reaching', 'home.love', 'u', 'lot', '.']",11
0,['staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323'],1
0,"['have', 'emigrated', 'something', '?', 'ok', 'maybe', '5.30', 'bit', 'hopeful', '...']",10
0,"['olol', 'printed', 'forum', 'post', 'guy', 'exact', 'prob', 'fixed', 'gpu', 'replacement', '.', 'hopefully', 'dont', 'ignore', '.']",15
0,"['we', 'walked', 'mom', '.', 'right', 'stagwood', 'pas', 'right', 'winterstone', 'left', 'victor', 'hill', '.', 'address', '&', 'lt', ';', '#', '&', 'gt', ';']",21
0,"['yo', ',', 'jp', 'hungry', 'like', 'mofo', '?']",7
0,"['this', 'creepy', 'crazy', '.']",4
0,"['ok', '...', 'i', 'din', 'get', 'ur', 'msg', '...']",8
0,"['tessy', '..', 'pls', 'favor', '.', 'pls', 'convey', 'birthday', 'wish', 'nimya', '..', 'pls', 'dnt', 'forget', '.', 'today', 'birthday', 'shijas']",18
0,"['pathaya', 'enketa', 'maraikara', 'pa', ""'""]",5
0,"['even', 'friend', 'priest', 'call']",4
0,"['u', 'lousy', ',', 'run', 'already', 'come', 'back', 'half', 'dead', '...', 'hee', '...']",12
0,"['that', ""'s"", 'said', ""'s"", 'bad', 'dat', 'e', 'gal', 'know', 'u', '...', 'wat', 'u', '?']",14
0,"['or', 'remind', 'hr', '.']",4
0,"['i', 'hoping', 'would', 'send', 'message', '.', 'my', 'rent', 'due', 'dont', 'enough', '.', 'my', 'reserve', 'completely', 'gone', '.', 'its', 'loan', 'need', 'hoping', 'could', '.', 'the', 'balance', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'is', 'way', 'could', 'get', ',', 'till', 'mid', 'march', 'hope', 'pay', 'back', '.']",45
0,"['hi', '.', 'happy', 'new', 'year', '.', 'i', 'dont', 'mean', 'intrude', 'pls', 'let', 'know', 'much', 'tuition', 'paid', 'last', 'semester', 'much', 'semester', '.', 'thanks']",22
0,"['hello', 'hun', 'ru', '?', 'its', 'way', '.', 'im', 'good', '.', 'been', '2', 'date', 'guy', 'met', 'walkabout', 'far', '.', 'we', 'meet', 'soon', '.', 'hows', 'everyone', 'else', '?']",26
0,"['lol', 'i', 'gon', 'na', 'last', 'month', '.', 'i', 'cashed', 'i', 'left', '&', 'lt', ';', '#', '&', 'gt', ';', 'case', '.', 'i', 'collecting', 'week', 'cause', 'announced', 'blog', '.']",27
1,"['good', 'luck', '!', 'draw', 'take', 'place', '28th', 'feb', '06', '.', 'good', 'luck', '!', 'for', 'removal', 'send', 'stop', '87239', 'customer', 'service', '08708034412']",21
0,"['short', 'but', 'cute', ':', '``', 'be', 'good', 'person', ',', 'dont', 'try', 'prove', ""''"", '.....', 'gud', 'mrng', '...']",17
0,"['just', ""n't"", 'decided', 'yet', 'eh', '?']",6
0,"['wat', 'time', 'liao', ',', 'still', 'got', '.']",7
0,"['yes', 'watching', 'footie', 'worried', ""'re"", 'going', 'blow', '-', 'phil', 'neville', '?']",11
0,"['i', 'wait', '4', 'ü', 'inside', 'da', 'car', 'park', '...']",9
0,"['uncle', 'abbey', '!', 'happy', 'new', 'year', '.', 'abiola']",8
0,"['now', 'free', 'call', 'pa', '.']",5
0,"['r', 'u', 'saying', 'order', 'slipper', 'co', 'pay', 'returning', '.']",9
0,"['stop', 'knowing', 'well', '!']",4
0,"['good', 'evening', '!', 'roger', '.', 'how', '?']",7
0,"['small', 'problem', 'auction', ':', ')', 'punj', 'asking', 'tiwary']",8
1,"['free', 'entry', '2', 'weekly', 'comp', 'chance', 'win', 'ipod', '.', 'txt', 'pod', '80182', 'get', 'entry', '(', 'std', 'txt', 'rate', ')', 't', '&', 'c', ""'s"", 'apply', '08452810073', 'detail', '18+']",27
0,"['he', 'telling', 'tell', 'one', '.', 'if', 'treat', 'hi', 'hi', 'hi']",10
0,"['my', 'uncle', 'atlanta', '.', 'wish', 'guy', 'great', 'semester', '.']",9
1,"['1st', 'wk', 'free', '!', 'gr8', 'tone', 'str8', '2', 'u', 'wk', '.', 'txt', 'nokia', 'on', '8007', 'classic', 'nokia', 'tone', 'hit', 'on', '8007', 'polys', '.', 'nokia/150p', 'poly/200p', '16+']",26
0,"['u', 'coming', '2', 'pick', '?']",5
0,"['thats', 'cool', '.', 'liked', 'photo', '.', 'you', 'sexy', '!']",9
0,"['would', 'u', 'fuckin', 'believe', 'didnt', 'know', 'thurs', 'pre', 'booked', 'cancelled', 'again', '!', 'need', 'b', 'sacked']",15
0,"['haha', 'better', 'late', 'ever', ',', 'way', 'i', 'could', 'swing', '?']",10
0,"['ok', '.', 'but', 'finish', '6', '.']",6
1,"['lookatme', '!', ':', 'thanks', 'purchase', 'video', 'clip', 'lookatme', '!', ',', ""'ve"", 'charged', '35p', '.', 'think', 'better', '?', 'why', 'send', 'video', 'mmsto', '32323', '.']",23
0,"['i', ""'ve"", 'barred', 'b', 'q', 'store', 'life', '!', '?', 'this', 'twat', 'orange', 'dungerees', 'came', 'asked', 'i', 'wanted', 'decking', '?', 'so', 'i', 'got', 'first', 'punch', '!', '!']",26
0,"['so', 'message', '.', 'had', 'food', '?']",6
0,"['ok', 'going', 'sleep', '.', 'hope', 'meet', '.']",7
0,"['wat', 'make', 'people', 'dearer', 'de', 'happiness', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem', '!', '!', '!']",21
0,"['can', 'let', 'know', 'detail', 'fri', 'u', 'find', 'co', 'i', ""'m"", 'tom', 'fri.', 'mentionned', 'chinese', '.', 'thanks']",16
0,"['you', ""'re"", 'right', 'i', 'i', 'think']",6
0,"['wat', 'r', 'u', '?']",4
0,"['is', 'ur', 'lecture', '?']",4
1,"['sexy', 'sexy', 'cum', 'text', 'im', 'wet', 'warm', 'ready', 'porn', '!', 'u', 'fun', '?', 'this', 'msg', 'is', 'free', 'recd', 'msgs', '150p', 'inc', 'vat', '2', 'cancel', 'text', 'stop']",26
0,"['customer', 'place', 'call']",3
0,"['not', 'planned', 'yet', ':', ')', 'going', 'join', 'company', 'jan', '5', 'only.don', 'know', 'happen', '.']",14
0,"['boy', ';', 'i', 'love', 'u', 'grl', ':', 'hogolo', 'boy', ':', 'gold', 'chain', 'kodstini', 'grl', ':', 'agalla', 'boy', ':', 'necklace', 'madstini', 'grl', ':', 'agalla', 'boy', ':', 'hogli', '1', 'mutai', 'eerulli', 'kodthini', '!', 'grl', ':', 'i', 'love', 'u', 'kano', ';', '-', ')']",40
0,"['haha', 'i', 'heard', ',', 'text', ""'re"", 'around']",7
0,"['i.ll', 'get', 'tomorrow', 'send']",4
0,"['``', 'shit', 'babe', '..', 'thasa', 'bit', 'messed', 'up.yeh', ',', 'she', 'shudvetold', 'u', '.', 'did', 'urgran', 'know', '?', 'neway', ',', 'illspeak', '2', 'u2moro', 'wen', 'im', 'not', 'asleep', '...', ""''""]",28
0,"['oh', 'thats', 'late', '!', 'well', 'good', 'night', 'give', 'u', 'call', 'tomorrow', '.', 'iam', 'going', 'go', 'sleep', 'night', 'night']",18
0,"['``', 'cheers', 'u', 'tex', 'mecause', 'u', 'werebored', '!', 'yeah', 'okden', 'hunny', 'r', 'uin', 'wk', 'sat', '?', 'sound\x92s', 'likeyour', 'havin', 'gr8fun', 'j', '!', 'keep', 'updat', 'countinlots', 'of', 'loveme', 'xxxxx', '.', ""''""]",30
0,"['sorry', ',', 'meeting', 'i', ""'ll"", 'call', 'later']",7
0,"['yo', '!', 'howz', 'u', '?', 'girl', 'never', 'rang', 'india', '.', 'l']",11
0,"['yeah', 'worse']",2
1,"['hard', 'live', '121', 'chat', '60p/min', '.', 'choose', 'girl', 'connect', 'live', '.', 'call', '09094646899', '!', 'cheap', 'chat', 'uk', ""'s"", 'biggest', 'live', 'service', '.', 'vu', 'bcm1896wc1n3xx']",24
0,"['i', 'tagged', 'my', 'friend', 'seemed', 'count', 'your', 'friend', '.']",9
1,"['not', 'heard', 'u4', '.', 'call', '4', 'rude', 'chat', 'private', 'line', '01223585334', 'cum', '.', 'wan', '2c', 'pic', 'gettin', 'shagged', 'text', 'pix', '8552', '.', '2end', 'send', 'stop', '8552', 'sam', 'xxx']",28
0,"['ok', '...']",2
0,"['long', 'time', '.', 'you', 'remember', 'today', '.']",7
0,"['havent', 'shopping', 'lor', 'juz', 'arrive']",5
0,"['thank', 'u', '.', 'it', 'better', 'work', 'out', 'cause', 'i', 'will', 'feel', 'used', 'otherwise']",13
0,"['are', 'challenge', '?', 'i', 'know', ':', ')']",7
0,"['how', 'much', 'ur', 'hdd', 'casing', 'cost', '.']",7
0,"['mystery', 'solved', '!', 'just', 'opened', 'email', ""'s"", 'sent', 'another', 'batch', '!', 'is', ""n't"", 'sweetie']",14
0,"['i', 'ca', ""n't"", 'describe', 'lucky', 'i', ""'m"", 'actually', 'awake', 'noon']",10
1,"['this', '2nd', 'time', 'tried', 'contact', 'u.', 'u', '£1450', 'prize', 'claim', 'call', '09053750005', 'b4', '310303', '.', 't', '&', 'cs/stop', 'sms', '08718725756', '.', '140ppm']",22
0,"['today', 'sorry', 'day.', '!', 'if', 'ever', 'angry', ',', 'ever', 'misbehaved', 'hurt', '?', 'plz', 'plz', 'just', 'slap', 'urself', 'bcoz', ',', 'its', 'ur', 'fault', ',', 'i', ""'m"", 'basically', 'good']",27
0,"['cheers', 'card', '...', 'is', 'time', 'year', 'already', '?']",8
1,"['hot', 'live', 'fantasies', 'call', '08707509020', 'just', '20p', 'per', 'min', 'ntt', 'ltd', ',', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870', '..', 'k']",21
0,"['when', 'people', 'see', 'msg', ',', 'they', 'think', 'iam', 'addicted', 'msging', '...', 'they', 'wrong', ',', 'bcoz', 'they', ""don\\'t"", 'know', 'iam', 'addicted', 'sweet', 'friends', '..', '!', '!', 'bslvyl']",26
0,"['ugh', 'hopefully', 'asus', 'ppl', 'dont', 'randomly', 'reformat', '.']",8
0,"['have', ""n't"", 'seen', 'facebook', ',', 'huh', '?', 'lol', '!']",9
0,"['mah', 'b', ',', 'i', ""'ll"", 'pick', 'tomorrow']",7
0,"['still', 'otside', 'le', '..', 'u', 'come', '2morrow', 'maga', '..']",9
0,"['do', 'u', 'still', 'plumber', 'tape', 'wrench', 'could', 'borrow', '?']",9
1,"['dear', 'voucher', 'holder', ',', 'to', 'claim', 'week', 'offer', ',', 'pc', 'please', 'go', 'http', ':', '//www.e-tlp.co.uk/reward', '.', 'ts', '&', 'cs', 'apply', '.']",21
0,"['it', 'vl', 'bcum', 'difficult', '..']",5
1,"['ur', 'going', '2', 'bahamas', '!', 'callfreefone', '08081560665', 'speak', 'live', 'operator', 'claim', 'either', 'bahamas', 'cruise', 'of£2000', 'cash', '18+only', '.', 'to', 'opt', 'txt', 'x', '07786200117']",23
0,"['havent', 'still', 'waitin', 'usual', '...', 'ü', 'come', 'back', 'sch', 'oredi', '?']",11
0,"['in', 'meeting', 'da', '.', 'i', 'call']",6
0,"['k', 'k', ':', '-', ')', ':', '-', ')', 'watch', 'film', '.']",11
0,"['does', 'cinema', 'plus', 'drink', 'appeal', 'tomo', '?', '*', 'is', 'fr', 'thriller', 'director', 'like', 'mac', '8.30', '.']",16
0,"['there', 'size', 'elephant', 'tablet', '&', 'u', 'shove', 'um', 'ur', 'as', '!', '!']",12
0,"['so', 'many', 'people', 'seems', 'special', 'first', 'sight', ',', 'but', 'remain', 'special', 'till', 'last', 'sight', '..', 'maintain', 'till', 'life', 'end', '..', 'take', 'cr', 'da']",23
0,"['my', 'parents', ',', 'my', 'kidz', ',', 'my', 'friends', 'n', 'my', 'colleagues', '.', 'all', 'screaming', '..', 'surprise', '!', '!', 'i', 'waiting', 'sofa', '..', '...', '.....', ""'"", 'naked', '...', '!']",28
0,"['dunno', 'juz', 'askin', 'co', 'got', 'card', 'got', '20', '%', '4', 'salon', 'called', 'hair', 'sense', 'tot', ""'s"", 'da', 'one', 'ü', 'cut', 'ur', 'hair', '.']",23
0,"['good', 'morning', 'pookie', 'pie', '!', 'lol', 'hope', 'i', ""n't"", 'wake', 'u']",11
0,"['maybe', 'if', 'you', 'woke', 'up', 'before', 'fucking', '3', 'this', 'would', ""n't"", 'be', 'a', 'problem', '.']",15
0,"['happy', 'birthday', '....', 'dear.with', 'lot', 'love.rakhesh', 'nri']",7
0,"['howz', 'person', 'story']",3
1,"['this', '2nd', 'time', 'tried', '2', 'contact', 'u.', 'u', '750', 'pound', 'prize', '.', '2', 'claim', 'easy', ',', 'call', '08712101358', 'now', '!', 'only', '10p', 'per', 'min', '.', 'bt-national-rate']",26
0,"['x2', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'are', 'going', 'get']",12
0,"['hi', 'neva', 'worry', 'bout', 'da', 'truth', 'coz', 'truth', 'lead', '2', 'ur', 'heart', '.', 'it\x92s', 'least', 'unique', 'person', 'like', 'u', 'deserve', '.', 'sleep', 'tight', 'morning']",24
1,"['ur', 'awarded', 'city', 'break', 'could', 'win', '£200', 'summer', 'shopping', 'spree', 'every', 'wk', '.', 'txt', 'store', '88039.skilgme.tscs087147403231winawk', '!', 'age16+£1.50perwksub']",18
0,"['is', 'ur', 'paper', 'today', 'e', 'morn', 'aft', '?']",8
0,"['i', 'lick', 'every', 'drop', ':', ')', 'ready', 'use', 'mouth', 'well', '?']",11
0,"['and', '!', 'will', 'expect', 'whenever', 'text', '!', 'hope', 'go', 'well', 'tomo']",11
0,"['great', '.', 'p', 'diddy', 'neighbor', 'come', 'toothpaste', 'every', 'morning']",9
0,"['i', 'av', 'new', 'number', ',', '.', 'wil', 'u', 'use', 'one', ',', 'ta', '.']",13
0,"['so', 'poking', 'man', 'everyday', 'teach', 'canada', 'abi', '!', 'how', '.', 'just', 'saying', 'hi', '.']",14
0,"['7', 'lor', '...', 'change', '2', 'suntec', '...', 'wat', 'time', 'u', 'coming', '?']",12
0,"['no', 'de.am', 'seeing', 'online', 'shop', 'asked', '.']",7
0,"['just', 'curious', 'cuz', 'asked', 'i']",5
0,"['nice.nice.how', 'working', '?']",3
0,"['okay', 'lor', '...', 'wah', '...', 'like', 'def', 'wont', 'let', 'u', 'go', '...', 'haha', '...', 'what', 'say', 'term', 'condition', '?']",19
0,"['haha', '...', 'yup', 'hopefully', 'lose', 'kg', 'mon', '.', 'hip', 'hop', 'go', 'orchard', 'weigh']",13
0,"['she', ""'s"", 'good', '.', 'how', '.', 'where', 'r', 'u', 'working']",10
0,"['oh', ',', 'yes', ',', 'i', ""'ve"", 'little', 'weather', ""'ve"", 'kind', 'coccooning', 'home']",12
0,"['at', 'home', 'also', '.']",4
0,"['this', 'phone', 'weirdest', 'auto', 'correct', '.']",6
0,"['oops', 'phone', 'died', 'i', ""n't"", 'even', 'know', '.', 'yeah', 'i', 'like', 'better', '.']",13
0,"['havent', 'mu', 'ask', 'u', '1st', 'wat', '.', 'of', 'meet', '4', 'lunch', 'den', 'u', 'n', 'meet', 'already', 'lor', '.', 'or', 'u', 'wan', '2', 'go', 'ask', 'da', 'ge', '1st', 'confirm', 'w', 'asap', '?']",31
0,"['she', 'said', ',', ""''"", 'u', 'mind', 'i', 'go', 'bedroom', 'minute', '?', '``', ""''"", 'ok', ""''"", ',', 'i', 'sed', 'sexy', 'mood', '.', 'she', 'came', '5', 'minuts', 'latr', 'wid', 'cake', '...', 'n', 'my', 'wife', ',']",33
0,"['oh', 'yeah', ',', 'and', 'hav', 'a', 'great', 'time', 'in', 'newquay-send', 'me', 'a', 'postcard', '!', '1', 'look', 'after', 'all', 'the', 'girls', 'while', 'im', 'gone', '(', 'u', 'know', 'the', '1im', 'talkin', 'bout', '!', ')', 'xx']",33
0,"['we', 'got', 'divorce', '.', 'lol', '.', 'she.s']",7
0,"['what', ""'s"", 'ur', 'pin', '?']",5
0,"['babe', ',', 'got', 'enough', 'money', 'pick', 'bread', 'milk', '?', 'and', 'i', ""'ll"", 'give', 'back', 'get', 'home', '?']",17
0,"['i', 'want', 'snow', '.', 'it', ""'s"", 'freezing', 'windy', '.']",9
1,"['urgent', '!', 'we', 'trying', 'contact', 'u.', 'todays', 'draw', 'show', '£2000', 'prize', 'guaranteed', '.', 'call', '09066358361', 'land', 'line', '.', 'claim', 'y87', '.', 'valid', '12hrs']",23
0,"['come', 'mahal', 'bus', 'stop', '..', '&', 'lt', ';', 'decimal', '&', 'gt', ';']",12
0,"['don', 'know', ':', ')', 'week', ""'m"", 'going', 'tirunelvai', 'da', '.']",10
0,"['me', 'baby', '!', 'i', 'promise', 'treat', 'well', '!', 'i', 'bet', 'take', 'good', 'care', '...']",14
0,"['its', 'like', 'hotel', 'dusk', 'game', 'think', '.', 'you', 'solve', 'puzzle', 'area', 'thing']",12
1,"['thanks', 'ringtone', 'order', ',', 'reference', 'number', 'x29', '.', 'your', 'mobile', 'charged', '4.50', '.', 'should', 'tone', 'arrive', 'please', 'call', 'customer', 'service', '09065989180']",21
0,"['hi', ',', 'love', '!', 'how', 'go', 'day', '?', 'fuck', ',', 'morning', 'i', 'woke', 'dropped', 'cell', 'way', 'stair', 'seems', 'alright', '...', '*', 'phews', '*', 'i', 'miss', '!']",26
